"","X.2","X.1","X","predator","prey","ra","site","sex","age","year","color","temperature","clouds","precipitation","cover_snow","weight","fat","muscle","winds","fresh_snow","clouds_height","snow_height","elevation","wing","p8","tarsus","beak_colour","first_reaction","provoking","flapping","time_min","time_hour","day","month","timekey","key_m100","capture_day","sex_genetics","clean_species","present_in_site.x","otu_phylum","otu_class","otu_order","otu_family","otu_genus","otu_species","present_in_site.y","anthropogenic.x","anthropogenic.y","anthropogenic"
"2119",2119,2119,2119,"N687471","otu736",5,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2120",2120,2120,2120,"N687471","otu364",17,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2121",2121,2121,2121,"N687471","otu648",6,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2122",2122,2122,2122,"N687471","otu89",2816,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Poales","Cyperaceae","Carex","Unclassified",NA,FALSE,FALSE,FALSE
"2123",2123,2123,2123,"N687471","otu1",3446,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,TRUE,TRUE,TRUE
"2124",2124,2124,2124,"N687471","otu940",14,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2125",2125,2125,2125,"N687471","otu695",123,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2126",2126,2126,2126,"N687471","otu720",160,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2127",2127,2127,2127,"N687471","otu47",4764,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Unclassified",NA,FALSE,FALSE,FALSE
"2128",2128,2128,2128,"N687471","otu978",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2129",2129,2129,2129,"N687471","otu895",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2130",2130,2130,2130,"N687471","otu39",1221,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","trifolium pratense",TRUE,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Trifolium","Trifolium pratense",TRUE,FALSE,FALSE,FALSE
"2131",2131,2131,2131,"N687471","otu667",8,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2132",2132,2132,2132,"N687471","otu746",5,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2133",2133,2133,2133,"N687471","otu924",13,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2134",2134,2134,2134,"N687471","otu601",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2135",2135,2135,2135,"N687471","otu675",14,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2136",2136,2136,2136,"N687471","otu911",81,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2137",2137,2137,2137,"N687471","otu693",18,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2138",2138,2138,2138,"N687471","otu649",11,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2139",2139,2139,2139,"N687471","otu482",4,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2140",2140,2140,2140,"N687471","otu360",15,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2141",2141,2141,2141,"N687471","otu593",6,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2142",2142,2142,2142,"N687471","otu225",191,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2143",2143,2143,2143,"N687471","otu551",9,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2144",2144,2144,2144,"N687471","otu799",13,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2145",2145,2145,2145,"N687471","otu875",6,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2146",2146,2146,2146,"N687471","otu684",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2147",2147,2147,2147,"N687471","otu917",118,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2148",2148,2148,2148,"N687471","otu887",3,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2149",2149,2149,2149,"N687471","otu521",7,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2150",2150,2150,2150,"N687471","otu565",4,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2151",2151,2151,2151,"N687471","otu830",3,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2152",2152,2152,2152,"N687471","otu981",13,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2153",2153,2153,2153,"N687471","otu543",9,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Asterales","Asteraceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2154",2154,2154,2154,"N687471","otu963",5,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2155",2155,2155,2155,"N687471","otu48",899,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2156",2156,2156,2156,"N687471","otu75",19,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"2157",2157,2157,2157,"N687471","otu689",212,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2158",2158,2158,2158,"N687471","otu766",17,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2159",2159,2159,2159,"N687471","otu567",185,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2160",2160,2160,2160,"N687471","otu345",11,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified",NA,NA,NA,NA
"2161",2161,2161,2161,"N687471","otu858",19,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2162",2162,2162,2162,"N687471","otu646",57,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2163",2163,2163,2163,"N687471","otu801",36,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2164",2164,2164,2164,"N687471","otu8",94272,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Unclassified",NA,FALSE,FALSE,FALSE
"2165",2165,2165,2165,"N687471","otu42",52360,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","erica arborea",FALSE,"Streptophyta","Magnoliopsida","Ericales","Ericaceae","Erica","Erica arborea",FALSE,FALSE,FALSE,FALSE
"2166",2166,2166,2166,"N687471","otu827",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2167",2167,2167,2167,"N687471","otu807",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2168",2168,2168,2168,"N687471","otu753",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2169",2169,2169,2169,"N687471","otu721",11,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2170",2170,2170,2170,"N687471","otu562",982,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2171",2171,2171,2171,"N687471","otu523",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2172",2172,2172,2172,"N687471","otu792",12,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2173",2173,2173,2173,"N687471","otu816",59,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Sapindales","Sapindaceae","Aesculus","Unclassified",NA,FALSE,FALSE,FALSE
"2174",2174,2174,2174,"N687471","otu771",8,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2175",2175,2175,2175,"N687471","otu600",1857,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Fabales","Fabaceae","Onobrychis","Unclassified",NA,FALSE,FALSE,FALSE
"2176",2176,2176,2176,"N687471","otu202",2,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2177",2177,2177,2177,"N687471","otu878",32,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2178",2178,2178,2178,"N687471","otu651",17,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2179",2179,2179,2179,"N687471","otu614",18,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2180",2180,2180,2180,"N687471","otu40",6,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","zea mays",FALSE,"Streptophyta","Magnoliopsida","Poales","Poaceae","Zea","Zea mays",FALSE,TRUE,TRUE,TRUE
"2181",2181,2181,2181,"N687471","otu703",18,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Unclassified","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2182",2182,2182,2182,"N687471","otu43",80,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Magnoliopsida","Lamiales","Unclassified","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
"2183",2183,2183,2183,"N687471","otu13",6578,"Distelboden","m",6,2025,"black","-2,1",7,"weak snow",91,42,4,2,2,"0",2400,39,1899,123,99.5,22.5,6,0,2,1,23,11,13,2,"2025-02-13 11:23","2025-02-13 09:43:00","2025-02-13","m","unclassified",NA,"Streptophyta","Pinopsida","Cupressales","Cupressaceae","Unclassified","Unclassified",NA,FALSE,FALSE,FALSE
